"EIN","FORM_2016","FORM_2017","FORM_2018","FORM_2019","FORM_2020","FORM_2021","TOT"
223036664,"pc","pc","pc","","pc","",4
223042637,"pc","pc","pc","pc","pc","pc",6
223045318,"pc","pc","pc","pc","pc","pc",6
223048723,"pc","pc","pc","pc","pc","pc",6
223051339,"pc","pc","pc","pc","pc","",5
223073668,"pc","pc","pc","pc","pc","pc",6
223075855,"pc","pc","pc","pc","pc","pc",6
223080881,"pc","pc","pc","pc","pc","pc",6
223089639,"pc","pc","pc","pc","","pc",5
223090975,"pc","pc","pc","pc","","pc",5
223094991,"pc","pc","pc","pc","","pc",5
223111907,"pc","pc","pc","pc","pc","pc",6
223112583,"pc","pc","","pc","","pc",4
223114280,"pc","pc","pc","pc","pc","pc",6
223124101,"pc","pc","pc","pc","","pc",5
223126027,"pc","pc","pc","pc","pc","pc",6
223135980,"pc","pc","pc","pc","pc","",5
223139262,"pc","pc","pc","pc","pc","pc",6
223159141,"pc","pc","pc","pc","pc","pc",6
223159643,"pc","pc","pc","pc","pc","pc",6
223165145,"pc","pc","pc","pc","pc","pc",6
223172593,"pc","","","pc","","",2
223177128,"pc","pc","pc","pc","pc","pc",6
223177209,"pc","pc","pc","pc","pc","pc",6
223182444,"pc","pc","pc","pc","pc","pc",6
223183518,"pc","","pc","","ez","",3
223191450,"pc","pc","pc","pc","pc","pc",6
223194848,"pc","pc","pc","pc","pc","pc",6
223200986,"pc","pc","pc","pc","","",4
223205846,"pc","pc","pc","pc","pc","pc",6
223211235,"pc","pc","pc","pc","pc","pc",6
223213404,"pc","pc","pc","pc","pc","pc",6
223214502,"pc","pc","pc","pc","pc","pc",6
223215740,"pc","pc","pc","pc","pc","pc",6
223226571,"pc","pc","pc","pc","pc","pc",6
223226599,"pc","pc","pc","pc","pc","pc",6
223230622,"pc","pc","pc","pc","pc","pc",6
223237413,"pc","pc","pc","pc","pc","pc",6
223241611,"pc","pc","pc","pc","pc","pc",6
223241663,"pc","pc","pc","pc","pc","pc",6
223242446,"pc","pc","pc","pc","pc","pc",6
223253539,"pc","pc","pc","pc","pc","pc",6
223254015,"pc","pc","pc","pc","pc","pc",6
223282526,"pc","pc","pc","pc","pc","pc",6
223285769,"pc","pc","pc","pc","pc","pc",6
223304583,"pc","ez","ez","ez","ez","ez",6
223311544,"pc","pc","pc","pc","pc","pc",6
223318782,"pc","pc","pc","pc","pc","pc",6
223330804,"ez","ez","ez","ez","","ez",5
223332169,"pc","pc","pc","pc","pc","pc",6
223368378,"pc","pc","pc","pc","pc","pc",6
223369954,"pc","pc","pc","pc","pc","pc",6
223377837,"pc","pc","pc","pc","pc","pc",6
223394753,"pc","pc","pc","pc","pc","pc",6
223423159,"pc","pc","pc","pc","pc","pc",6
223425741,"pc","pc","pc","pc","pc","pc",6
223454251,"","pc","pc","pc","pc","pc",5
223492569,"pc","","pc","","","pc",3
223507406,"pc","pc","pc","pc","pc","pc",6
223512206,"pc","pc","","pc","pc","ez",5
223540953,"pc","pc","pc","pc","","pc",5
223546358,"pc","pc","pc","pc","pc","pc",6
223548435,"pc","pc","pc","pc","pc","pc",6
223565726,"pc","pc","pc","pc","pc","pc",6
223569885,"pc","pc","pc","pc","pc","pc",6
223572461,"pc","pc","pc","pc","pc","pc",6
223575823,"pc","pc","pc","pc","pc","pc",6
223580252,"pc","pc","pc","pc","pc","pc",6
223613715,"ez","ez","ez","ez","ez","ez",6
223614788,"pc","pc","pc","pc","pc","pc",6
223614933,"pc","pc","","pc","pc","",4
223616438,"pc","pc","pc","pc","pc","pc",6
223623036,"pc","pc","pc","pc","pc","pc",6
223642312,"ez","ez","ez","ez","ez","",5
223660414,"pc","pc","pc","pc","pc","pc",6
223667807,"pc","pc","pc","pc","pc","pc",6
223669704,"pc","pc","pc","pc","pc","pc",6
223671031,"pc","pc","pc","pc","","pc",5
223673442,"pc","pc","pc","pc","pc","pc",6
223678720,"pc","pc","pc","pc","pc","pc",6
223697249,"pc","pc","pc","pc","pc","pc",6
223699050,"pc","pc","pc","pc","pc","pc",6
223702270,"pc","pc","pc","pc","pc","pc",6
223723624,"pc","pc","ez","ez","ez","ez",6
223729215,"pc","","pc","pc","","pc",4
223749279,"pc","pc","pc","pc","","",4
223770068,"pc","pc","pc","pc","pc","pc",6
223772113,"pc","pc","pc","pc","","pc",5
223864570,"pc","pc","pc","pc","pc","pc",6
223864577,"pc","pc","pc","pc","pc","pc",6
223876595,"pc","pc","pc","pc","pc","pc",6
223880639,"pc","pc","pc","pc","pc","pc",6
223887275,"pc","pc","pc","pc","pc","pc",6
225154019,"pc","pc","pc","pc","pc","",5
226028959,"pc","pc","pc","pc","pc","pc",6
229201201,"pc","pc","pc","pc","pc","pc",6
231365980,"pc","pc","pc","pc","pc","pc",6
231365995,"pc","pc","pc","pc","pc","pc",6
231381404,"pc","pc","pc","pc","pc","pc",6
231412034,"pc","pc","pc","pc","","pc",5
231429810,"pc","pc","pc","pc","pc","pc",6
231529964,"pc","pc","pc","pc","pc","pc",6
231544682,"pc","pc","pc","pc","pc","pc",6
231653093,"pc","pc","pc","pc","pc","pc",6
231653135,"pc","pc","pc","pc","pc","pc",6
231654625,"pc","pc","pc","pc","","pc",5
231664406,"pc","pc","pc","pc","pc","pc",6
231665590,"pc","pc","pc","pc","pc","pc",6
231667311,"pc","pc","pc","pc","pc","pc",6
231668784,"pc","pc","pc","pc","pc","pc",6
231669589,"pc","pc","pc","pc","pc","pc",6
231670456,"pc","pc","pc","pc","pc","",5
231673781,"pc","pc","pc","pc","pc","pc",6
231689892,"pc","pc","pc","pc","pc","pc",6
231704527,"pc","pc","pc","pc","pc","pc",6
231716750,"pc","pc","pc","pc","pc","pc",6
231716988,"pc","","pc","pc","pc","pc",5
231719860,"pc","pc","pc","pc","pc","pc",6
231721709,"ez","ez","ez","ez","","",4
231722988,"pc","pc","","pc","pc","pc",5
231727133,"pc","pc","pc","pc","pc","pc",6
231729514,"pc","pc","pc","pc","pc","pc",6
231731792,"pc","pc","pc","pc","pc","pc",6
231733766,"pc","pc","pc","pc","pc","pc",6
231734559,"pc","pc","pc","pc","pc","pc",6
231739202,"pc","pc","","pc","pc","pc",5
231861343,"pc","pc","pc","pc","pc","pc",6
231875249,"pc","pc","pc","pc","pc","pc",6
231878791,"pc","pc","pc","pc","pc","pc",6
231919016,"pc","pc","pc","pc","pc","pc",6
231924667,"pc","pc","pc","","pc","pc",5
231929262,"pc","pc","pc","pc","pc","",5
231930630,"pc","pc","pc","pc","pc","pc",6
231946165,"pc","pc","pc","pc","pc","pc",6
231971240,"pc","pc","","pc","","",3
231971629,"ez","","pc","pc","","pc",4
232000486,"pc","pc","pc","pc","pc","pc",6
232015671,"pc","pc","","pc","pc","pc",5
232017882,"pc","pc","pc","pc","pc","pc",6
232017912,"pc","pc","pc","pc","","pc",5
232020123,"","pc","pc","pc","pc","pc",5
232022702,"","pc","pc","pc","","pc",4
232024975,"","","","pc","pc","",2
232037301,"pc","pc","pc","pc","pc","pc",6
232038165,"","","pc","pc","pc","pc",4
232039194,"pc","pc","pc","pc","pc","pc",6
232041406,"pc","pc","pc","pc","","pc",5
232049457,"pc","pc","pc","pc","","pc",5
232059489,"pc","pc","pc","pc","pc","pc",6
232066952,"pc","pc","pc","pc","pc","pc",6
232079663,"pc","pc","pc","pc","","pc",5
232087348,"pc","pc","pc","pc","pc","pc",6
232101393,"pc","pc","pc","pc","pc","pc",6
232110269,"pc","pc","pc","pc","pc","pc",6
232118810,"pc","pc","pc","pc","pc","pc",6
232122054,"pc","pc","pc","pc","pc","pc",6
232142317,"","pc","pc","pc","pc","pc",5
232142644,"pc","pc","pc","pc","pc","pc",6
232142704,"ez","ez","","pc","","pc",4
232162606,"pc","pc","pc","pc","pc","pc",6
232179648,"pc","pc","pc","pc","pc","pc",6
232187218,"pc","pc","pc","pc","pc","",5
232187741,"pc","pc","pc","pc","pc","pc",6
232205944,"pc","pc","pc","pc","pc","pc",6
232206439,"pc","pc","pc","pc","pc","pc",6
232215980,"pc","pc","pc","pc","pc","pc",6
232216151,"pc","pc","pc","pc","pc","pc",6
232218001,"","pc","pc","pc","pc","pc",5
232218193,"pc","pc","pc","pc","","pc",5
232259890,"pc","pc","pc","pc","pc","pc",6
232273665,"pc","pc","pc","pc","pc","pc",6
232303766,"pc","pc","pc","pc","pc","pc",6
232311676,"pc","pc","pc","pc","pc","pc",6
232311889,"pc","pc","pc","pc","","pc",5
232322175,"pc","pc","pc","pc","pc","pc",6
232325706,"pc","pc","pc","pc","pc","pc",6
232326550,"pc","pc","pc","pc","","pc",5
232349069,"pc","pc","","pc","pc","pc",5
232362611,"pc","pc","pc","pc","","",4
232364586,"pc","pc","pc","pc","pc","pc",6
232447043,"pc","pc","pc","pc","pc","pc",6
232462126,"pc","pc","pc","pc","","pc",5
232491247,"pc","pc","pc","pc","pc","pc",6
232500851,"pc","pc","pc","pc","pc","pc",6
232501785,"pc","pc","pc","pc","pc","pc",6
232502873,"pc","pc","pc","pc","pc","pc",6
232525528,"pc","pc","pc","pc","","pc",5
232536730,"pc","pc","pc","pc","pc","pc",6
232550366,"pc","pc","pc","pc","pc","pc",6
232552707,"pc","pc","pc","pc","pc","pc",6
232555950,"pc","pc","pc","pc","pc","pc",6
232564524,"pc","pc","pc","pc","pc","pc",6
232578800,"pc","pc","pc","pc","pc","pc",6
232602243,"pc","pc","pc","pc","pc","pc",6
232604510,"","pc","pc","pc","pc","pc",5
232607106,"pc","pc","pc","","pc","pc",5
232620431,"pc","pc","pc","pc","pc","pc",6
232622107,"pc","pc","pc","pc","pc","pc",6
232624826,"pc","pc","pc","pc","pc","pc",6
232642355,"pc","pc","pc","pc","pc","pc",6
232687223,"pc","pc","pc","pc","pc","pc",6
232689714,"pc","pc","pc","pc","pc","pc",6
232701217,"pc","pc","pc","pc","pc","pc",6
232704742,"ez","ez","ez","pc","pc","pc",6
232705347,"pc","pc","pc","pc","pc","pc",6
232732149,"pc","pc","pc","pc","pc","pc",6
232732783,"pc","pc","pc","pc","pc","",5
232735252,"pc","pc","pc","pc","pc","pc",6
232741508,"pc","pc","pc","pc","pc","pc",6
232754537,"pc","pc","pc","pc","pc","pc",6
232754641,"pc","pc","","pc","pc","pc",5
232764079,"pc","pc","pc","pc","pc","pc",6
232772462,"pc","pc","pc","pc","pc","pc",6
232775947,"pc","pc","pc","pc","pc","pc",6
232785337,"pc","pc","pc","pc","pc","pc",6
232785780,"pc","pc","pc","pc","","",4
232788924,"pc","pc","pc","pc","","pc",5
232792944,"pc","pc","pc","pc","pc","pc",6
232805925,"pc","pc","pc","","pc","pc",5
232820326,"pc","pc","pc","pc","","pc",5
232821149,"pc","pc","pc","pc","pc","pc",6
232826280,"pc","pc","pc","","pc","pc",5
232827657,"pc","pc","pc","pc","pc","pc",6
232827808,"pc","pc","pc","pc","pc","",5
232829383,"","","","pc","pc","pc",3
232844673,"pc","pc","pc","pc","","pc",5
232857766,"pc","pc","pc","pc","","pc",5
232860865,"pc","pc","pc","pc","","",4
232895377,"pc","pc","pc","pc","pc","pc",6
232921065,"pc","pc","pc","pc","pc","pc",6
232934547,"pc","pc","pc","pc","pc","pc",6
232935865,"pc","pc","pc","pc","pc","pc",6
232943764,"ez","ez","ez","pc","pc","pc",6
232948991,"pc","pc","pc","pc","pc","pc",6
232982159,"ez","ez","ez","ez","ez","ez",6
233001829,"pc","pc","pc","pc","","pc",5
233002271,"pc","pc","pc","pc","pc","",5
233022558,"","","pc","pc","pc","pc",4
233052060,"pc","pc","pc","pc","pc","pc",6
233061705,"pc","pc","pc","pc","","pc",5
233062024,"pc","pc","pc","pc","pc","pc",6
233062736,"ez","ez","ez","ez","ez","ez",6
233070796,"pc","pc","pc","pc","pc","pc",6
233073390,"pc","pc","pc","pc","pc","pc",6
233077168,"pc","","pc","pc","pc","pc",5
233079514,"pc","pc","pc","pc","","pc",5
233080065,"pc","pc","pc","pc","pc","pc",6
233094818,"pc","pc","pc","pc","pc","pc",6
233099198,"pc","pc","pc","pc","pc","pc",6
233323123,"pc","pc","","pc","pc","",4
236398764,"pc","","pc","pc","pc","pc",5
236444138,"pc","pc","pc","pc","pc","pc",6
237001470,"pc","pc","pc","pc","pc","pc",6
237004355,"","","pc","pc","pc","pc",4
237006582,"pc","pc","pc","pc","pc","pc",6
237010677,"","pc","pc","pc","pc","pc",5
237013134,"pc","pc","pc","pc","pc","",5
237013569,"pc","pc","pc","pc","pc","pc",6
237014485,"pc","pc","pc","pc","pc","pc",6
237021273,"pc","pc","pc","pc","pc","pc",6
237029088,"pc","pc","pc","pc","pc","pc",6
237029247,"pc","pc","pc","pc","pc","pc",6
237031625,"pc","pc","pc","pc","pc","pc",6
237032167,"pc","pc","pc","pc","pc","pc",6
237032226,"pc","pc","pc","pc","pc","pc",6
237036017,"pc","pc","pc","pc","pc","pc",6
237037297,"pc","pc","pc","pc","pc","pc",6
237044492,"pc","pc","pc","pc","pc","pc",6
237047048,"pc","pc","pc","pc","pc","pc",6
237056987,"pc","pc","pc","pc","pc","pc",6
237058381,"pc","pc","pc","pc","pc","pc",6
237061499,"pc","pc","pc","pc","pc","pc",6
237061564,"","pc","pc","pc","pc","pc",5
237062976,"pc","pc","pc","pc","pc","pc",6
237063141,"pc","pc","pc","pc","","",4
237067121,"pc","pc","pc","pc","pc","pc",6
237072697,"pc","","pc","pc","pc","pc",5
237073045,"pc","pc","pc","pc","","pc",5
237076247,"pc","pc","pc","pc","pc","pc",6
237078882,"pc","pc","pc","pc","pc","pc",6
237078895,"pc","pc","pc","pc","pc","pc",6
237084455,"pc","pc","pc","pc","pc","pc",6
237085960,"pc","","pc","pc","pc","pc",5
237087890,"pc","pc","pc","pc","pc","pc",6
237088799,"pc","","pc","pc","","pc",4
237088977,"pc","pc","pc","pc","pc","pc",6
237089722,"pc","pc","pc","pc","","pc",5
237089977,"pc","pc","pc","pc","pc","pc",6
237090081,"","","","","pc","pc",2
237095139,"pc","pc","pc","pc","pc","pc",6
237097000,"pc","pc","pc","pc","pc","pc",6
237098123,"","pc","pc","pc","pc","pc",5
237098744,"pc","","pc","pc","","pc",4
237101203,"pc","pc","pc","pc","pc","pc",6
237102789,"","pc","","","","pc",2
237102834,"pc","","pc","pc","pc","pc",5
237106474,"pc","pc","pc","pc","pc","pc",6
237113307,"pc","pc","pc","pc","","pc",5
237115003,"pc","pc","pc","pc","pc","pc",6
237117119,"pc","pc","pc","pc","pc","pc",6
237120670,"pc","","pc","pc","pc","pc",5
237121174,"pc","pc","pc","pc","pc","pc",6
237121924,"pc","","pc","pc","","pc",4
237122037,"pc","pc","pc","","ez","ez",5
237129398,"pc","pc","pc","pc","pc","pc",6
237129500,"pc","pc","pc","","pc","",4
237130295,"ez","ez","ez","ez","ez","ez",6
237131204,"","pc","pc","pc","pc","pc",5
237131446,"pc","pc","pc","pc","","pc",5
237135627,"pc","pc","pc","","","",3
237138165,"pc","pc","pc","pc","pc","pc",6
237138692,"pc","","","pc","pc","pc",4
237139963,"pc","pc","pc","pc","pc","pc",6
237148225,"pc","pc","pc","pc","pc","pc",6
237154645,"pc","pc","pc","pc","pc","pc",6
237157433,"pc","pc","pc","pc","pc","pc",6
237164223,"pc","pc","pc","pc","pc","pc",6
237168031,"pc","pc","pc","pc","pc","pc",6
237169558,"pc","pc","pc","pc","pc","pc",6
237173177,"ez","ez","pc","pc","pc","pc",6
237179787,"pc","pc","pc","pc","pc","pc",6
237181388,"","pc","pc","pc","pc","pc",5
237181440,"pc","pc","pc","pc","pc","pc",6
237187286,"pc","pc","pc","pc","pc","pc",6
237204495,"pc","pc","pc","pc","pc","pc",6
237216273,"pc","pc","pc","","pc","",4
237216308,"pc","pc","pc","pc","pc","pc",6
237218767,"pc","pc","pc","pc","pc","pc",6
237219506,"pc","pc","pc","pc","ez","pc",6
237229294,"pc","pc","pc","","pc","pc",5
237230453,"","pc","pc","pc","pc","pc",5
237230578,"pc","pc","pc","pc","pc","pc",6
237231256,"pc","","pc","","pc","",3
237232208,"pc","pc","pc","pc","pc","pc",6
237235755,"","pc","pc","pc","pc","",4
237236840,"pc","pc","pc","pc","pc","pc",6
237237898,"pc","pc","pc","pc","pc","pc",6
237248955,"pc","pc","pc","pc","pc","pc",6
237249368,"pc","pc","","pc","pc","",4
237254097,"pc","pc","pc","pc","pc","pc",6
237255988,"pc","pc","pc","pc","pc","pc",6
237259687,"pc","pc","pc","pc","pc","pc",6
237265066,"pc","pc","pc","pc","pc","pc",6
237267019,"pc","pc","pc","pc","pc","pc",6
237279074,"pc","pc","","pc","pc","pc",5
237279954,"pc","pc","pc","pc","pc","pc",6
237285820,"ez","ez","ez","ez","ez","ez",6
237285823,"ez","pc","ez","ez","","pc",5
237290844,"pc","pc","pc","pc","pc","pc",6
237292125,"pc","","pc","pc","","pc",4
237293380,"pc","pc","pc","pc","pc","pc",6
237299143,"pc","pc","pc","pc","pc","pc",6
237299493,"pc","pc","pc","pc","pc","pc",6
237300017,"pc","pc","pc","pc","pc","pc",6
237300355,"pc","pc","pc","pc","pc","pc",6
237302449,"pc","pc","pc","pc","pc","pc",6
237303018,"pc","pc","pc","pc","pc","pc",6
237303789,"pc","pc","pc","pc","pc","pc",6
237304852,"pc","pc","pc","","","pc",4
237312901,"pc","pc","pc","pc","pc","pc",6
237317490,"pc","pc","pc","pc","pc","pc",6
237319371,"pc","pc","pc","pc","pc","pc",6
237319621,"","pc","pc","pc","pc","pc",5
237324914,"pc","pc","pc","pc","pc","",5
237346733,"pc","pc","pc","pc","pc","pc",6
237348835,"pc","pc","pc","pc","pc","pc",6
237353267,"pc","pc","pc","pc","pc","pc",6
237354073,"pc","pc","pc","pc","pc","pc",6
237356022,"pc","pc","pc","pc","pc","pc",6
237356791,"pc","pc","pc","pc","pc","pc",6
237362592,"pc","pc","pc","pc","","pc",5
237364935,"pc","pc","pc","pc","","pc",5
237367331,"pc","pc","pc","pc","pc","pc",6
237368197,"ez","pc","pc","pc","pc","pc",6
237368244,"pc","pc","pc","pc","pc","pc",6
237368656,"pc","pc","pc","pc","pc","pc",6
237369341,"pc","pc","pc","","","",3
237376130,"pc","pc","pc","pc","pc","pc",6
237376539,"pc","pc","pc","pc","pc","pc",6
237377602,"pc","pc","pc","pc","pc","pc",6
237380408,"pc","pc","pc","pc","","pc",5
237380534,"pc","pc","pc","pc","pc","pc",6
237380551,"pc","pc","pc","pc","pc","pc",6
237380888,"pc","pc","pc","pc","pc","pc",6
237390996,"pc","pc","pc","pc","pc","pc",6
237391870,"pc","pc","pc","pc","","pc",5
237393720,"pc","pc","pc","pc","pc","pc",6
237394320,"pc","pc","pc","pc","pc","pc",6
237394580,"pc","pc","pc","pc","pc","pc",6
237398279,"pc","pc","pc","pc","pc","",5
237399839,"pc","pc","pc","pc","pc","pc",6
237412908,"pc","pc","pc","pc","","pc",5
237414729,"pc","pc","pc","pc","pc","pc",6
237415846,"pc","pc","pc","pc","pc","pc",6
237416304,"pc","pc","pc","pc","pc","pc",6
237417424,"pc","pc","pc","pc","pc","pc",6
237421892,"pc","pc","pc","pc","pc","pc",6
237426312,"pc","pc","pc","pc","pc","pc",6
237428011,"pc","pc","pc","pc","pc","pc",6
237431255,"pc","pc","pc","pc","pc","pc",6
237431696,"pc","pc","pc","pc","pc","pc",6
237439723,"pc","pc","pc","","pc","pc",5
237443009,"pc","pc","pc","pc","pc","pc",6
237444508,"pc","pc","pc","pc","pc","pc",6
237447614,"pc","pc","pc","pc","pc","pc",6
237458273,"pc","pc","pc","pc","pc","",5
239233412,"pc","pc","pc","pc","pc","pc",6
240795389,"pc","pc","","pc","","pc",4
240818341,"pc","pc","pc","pc","pc","pc",6
250965412,"pc","pc","pc","pc","pc","pc",6
250965469,"pc","pc","pc","pc","pc","pc",6
250965592,"pc","pc","pc","pc","pc","pc",6
250969422,"pc","pc","pc","pc","pc","pc",6
250989247,"pc","pc","pc","pc","pc","pc",6
251021794,"pc","pc","pc","","pc","pc",5
251095932,"pc","pc","pc","pc","pc","pc",6
251153028,"pc","pc","pc","pc","pc","pc",6
251153694,"pc","pc","pc","","pc","pc",5
251155958,"pc","pc","pc","pc","pc","pc",6
251156265,"","pc","pc","pc","pc","pc",5
251157381,"pc","pc","pc","pc","","pc",5
251180898,"pc","pc","pc","pc","pc","pc",6
251193018,"","pc","pc","pc","pc","pc",5
251195823,"pc","pc","pc","pc","pc","pc",6
251197287,"pc","pc","pc","","pc","pc",5
251201741,"pc","pc","pc","pc","pc","pc",6
251201846,"pc","pc","pc","pc","pc","pc",6
251209938,"pc","pc","pc","pc","pc","pc",6
251211464,"pc","pc","pc","pc","pc","pc",6
251219610,"pc","pc","pc","pc","pc","pc",6
251232427,"pc","pc","pc","pc","pc","pc",6
251290469,"pc","pc","pc","pc","pc","pc",6
251325425,"pc","pc","pc","pc","pc","pc",6
251370668,"pc","pc","pc","pc","pc","pc",6
251372007,"pc","pc","pc","pc","pc","pc",6
251382510,"pc","pc","pc","pc","pc","",5
251383079,"pc","pc","pc","pc","pc","pc",6
251394232,"pc","pc","pc","pc","pc","pc",6
251419017,"pc","","pc","pc","","",3
251427632,"pc","pc","pc","pc","pc","pc",6
251429302,"pc","pc","pc","pc","pc","pc",6
251433387,"ez","ez","pc","pc","pc","pc",6
251445441,"pc","pc","pc","pc","pc","pc",6
251445713,"pc","pc","pc","pc","pc","pc",6
251461831,"pc","pc","pc","pc","pc","pc",6
251466052,"pc","pc","pc","pc","","pc",5
251471440,"pc","pc","pc","pc","","pc",5
251485031,"pc","pc","pc","pc","pc","pc",6
251497792,"pc","pc","pc","pc","","",4
251515795,"pc","pc","pc","pc","","pc",5
251522733,"pc","pc","pc","pc","pc","",5
251524446,"","","ez","ez","ez","ez",4
251534235,"pc","pc","pc","pc","pc","pc",6
251541548,"pc","pc","pc","pc","pc","pc",6
251589088,"pc","pc","pc","pc","pc","",5
251591350,"pc","pc","pc","pc","","pc",5
251592420,"pc","pc","pc","pc","pc","pc",6
251598389,"pc","pc","pc","pc","pc","pc",6
251598402,"pc","pc","pc","pc","pc","pc",6
251605762,"pc","pc","pc","pc","pc","pc",6
251626297,"pc","pc","pc","pc","pc","",5
251626784,"pc","pc","pc","pc","pc","pc",6
251635121,"pc","pc","pc","pc","pc","pc",6
251637937,"pc","pc","pc","pc","pc","pc",6
251638640,"","","pc","pc","pc","pc",4
251639115,"pc","pc","pc","pc","pc","pc",6
251643671,"pc","pc","pc","","pc","",4
251644683,"pc","pc","pc","pc","pc","pc",6
251649514,"pc","pc","pc","pc","pc","pc",6
251653363,"pc","pc","pc","pc","pc","pc",6
251657575,"pc","pc","pc","pc","pc","pc",6
251660990,"pc","pc","pc","pc","pc","pc",6
251672592,"pc","pc","pc","pc","","pc",5
251672667,"pc","pc","pc","pc","pc","pc",6
251674112,"pc","pc","pc","pc","pc","pc",6
251684517,"pc","pc","pc","","pc","pc",5
251689720,"pc","pc","pc","pc","pc","pc",6
251694686,"pc","pc","pc","pc","pc","pc",6
251696634,"pc","pc","pc","pc","pc","pc",6
251698524,"pc","pc","pc","pc","","pc",5
251701123,"pc","pc","pc","pc","pc","pc",6
251701824,"pc","pc","","","pc","pc",4
251704924,"pc","pc","pc","pc","pc","pc",6
251718611,"","pc","pc","pc","pc","pc",5
251721080,"pc","","pc","pc","pc","pc",5
251722943,"pc","pc","pc","pc","","pc",5
251728614,"pc","pc","pc","pc","pc","pc",6
251730915,"pc","pc","pc","pc","pc","pc",6
251739814,"pc","","pc","pc","pc","pc",5
251740509,"pc","pc","pc","pc","pc","pc",6
251743986,"pc","pc","pc","pc","","",4
251757763,"pc","pc","pc","pc","pc","pc",6
251758628,"pc","pc","pc","pc","pc","pc",6
251758844,"","pc","pc","pc","pc","pc",5
251762305,"pc","pc","pc","pc","pc","pc",6
251780107,"pc","pc","pc","pc","pc","pc",6
251794823,"pc","pc","pc","pc","pc","pc",6
251801884,"pc","pc","pc","pc","pc","pc",6
251807686,"pc","pc","pc","pc","pc","pc",6
251818381,"pc","pc","pc","pc","","pc",5
251823770,"pc","pc","","pc","pc","pc",5
251840807,"","","pc","pc","pc","pc",4
251855442,"ez","ez","ez","ez","ez","ez",6
251855490,"pc","pc","pc","pc","pc","pc",6
251857619,"pc","pc","ez","","","ez",4
251858580,"pc","pc","pc","pc","pc","pc",6
251863996,"pc","pc","pc","pc","pc","pc",6
251897698,"pc","pc","pc","pc","pc","pc",6
256063711,"pc","pc","pc","pc","pc","pc",6
256068246,"pc","pc","pc","pc","pc","pc",6
256069264,"pc","","pc","pc","pc","pc",5
256069770,"pc","","pc","pc","pc","pc",5
256084090,"pc","pc","pc","pc","pc","pc",6
256085619,"pc","pc","pc","pc","","pc",5
260006476,"pc","pc","pc","pc","pc","pc",6
260078223,"pc","pc","pc","pc","pc","pc",6
260149985,"pc","pc","pc","pc","pc","pc",6
260217222,"pc","pc","pc","pc","pc","pc",6
260221046,"pc","pc","ez","pc","ez","ez",6
260273824,"pc","pc","pc","pc","","pc",5
260393656,"pc","pc","pc","pc","pc","pc",6
260421563,"pc","pc","pc","pc","pc","pc",6
260452137,"pc","pc","pc","pc","pc","pc",6
260614081,"pc","pc","pc","pc","pc","pc",6
260679687,"pc","pc","pc","ez","ez","ez",6
260723115,"pc","pc","pc","pc","","pc",5
260762693,"pc","","","pc","","",2
260833850,"pc","pc","pc","pc","pc","",5
261117569,"pc","pc","pc","pc","pc","pc",6
261202901,"pc","pc","pc","pc","","pc",5
261204343,"pc","","pc","pc","pc","pc",5
261210093,"pc","pc","","pc","pc","pc",5
261214312,"pc","pc","pc","pc","pc","pc",6
261245799,"","ez","pc","pc","pc","pc",5
261254255,"pc","pc","pc","pc","pc","pc",6
261274843,"pc","pc","pc","pc","","pc",5
261407469,"pc","pc","pc","pc","pc","pc",6
261409964,"pc","pc","pc","pc","pc","pc",6
261590829,"pc","pc","pc","pc","","pc",5
261590898,"pc","pc","pc","pc","","pc",5
261665826,"pc","pc","pc","pc","pc","pc",6
261666325,"pc","pc","pc","pc","pc","pc",6
261666534,"pc","pc","pc","pc","pc","pc",6
261705219,"pc","pc","pc","pc","pc","pc",6
261712321,"pc","pc","pc","pc","pc","pc",6
261802645,"pc","pc","pc","pc","pc","pc",6
261808937,"pc","pc","pc","ez","","ez",5
261870077,"pc","pc","pc","pc","pc","pc",6
261871591,"pc","","pc","pc","","pc",4
261876589,"pc","pc","pc","pc","pc","pc",6
261931708,"pc","","pc","pc","pc","pc",5
261947374,"pc","pc","pc","pc","pc","pc",6
261968933,"ez","ez","pc","pc","pc","pc",6
261995944,"pc","pc","pc","pc","pc","",5
262051792,"pc","pc","pc","pc","pc","pc",6
262058861,"pc","pc","pc","pc","pc","pc",6
262063489,"pc","pc","pc","pc","pc","pc",6
262092132,"pc","pc","pc","pc","pc","pc",6
262123010,"","","pc","pc","pc","pc",4
262155870,"","pc","","","pc","pc",3
262167082,"pc","pc","pc","pc","pc","pc",6
262189665,"pc","pc","pc","pc","pc","",5
262190732,"pc","pc","pc","pc","pc","pc",6
262191929,"pc","pc","pc","pc","","pc",5
262296175,"pc","pc","pc","pc","pc","pc",6
262335395,"pc","pc","pc","pc","pc","pc",6
262338986,"ez","ez","pc","pc","pc","pc",6
262352365,"pc","pc","pc","pc","pc","pc",6
262420702,"pc","pc","pc","pc","pc","pc",6
262424174,"","pc","pc","pc","pc","pc",5
262437901,"pc","pc","pc","pc","pc","pc",6
262541233,"pc","ez","ez","pc","pc","",5
262665278,"pc","pc","pc","pc","","",4
262699081,"pc","pc","pc","pc","pc","",5
262842736,"pc","pc","pc","pc","","pc",5
262948288,"pc","pc","pc","pc","pc","pc",6
262994337,"ez","","pc","pc","pc","",4
263023664,"pc","pc","pc","pc","pc","pc",6
