source_file,orgname,ein,id_2004,nccs_master_id,nccs_name,nccs_state,nccs_zip,year,ntee1,nteecc,latitude,longitude,nccs_address,City,State,Zip,_merge,dup
_09,taino housing and development corporation,060977318,2059,,,,,,,,,,,,,,master only (1),0
_09,freeman cdc,460336891,11090,,,,,,,,,,,,,,master only (1),0
_09,PHILANDER SMITH CDC,621711492,293,,,,,,,,,,,,,,master only (1),0
_09,west central housing development organization,841254296,2029,,,,,,,,,,,,,,master only (1),0
_09,WEST CENTER CITY NEIGHBORHOOD PLANNING ADVISORY,510280138,2460,,,,,,,,,,,,,,master only (1),0
_09,COMMUNITY DEVELOPMENT CORPORATION OF SW GA,582599261,20066,,,,,,,,,,,,,,master only (1),0
_09,R.M. LEE CD CENTER,650937804,20029,,,,,,,,,,,,,,master only (1),0
_09,FUQUAY-VARINA CDC,566069297,7055,,,,,,,,,,,,,,master only (1),0
_09,northwest church family network,521942747,2253,,,,,,,,,,,,,,master only (1),0
_09,metropolitan washington planning and housing association,530204642,2380,,,,,,,,,,,,,,master only (1),0
_09,keystone community network,232819908,10451,,,,,,,,,,,,,,master only (1),0
_09,TOLEDO WAREHOUSE DISTRICT ASSOCIATION,341551475,9232,,,,,,,,,,,,,,master only (1),0
_09,COLLIERVILLE COMMUNITY HOUSING DEVELOPMENT,582190377,11416,,,,,,,,,,,,,,master only (1),0
_09,cdc of dukes county,042940629,5238,,,,,,,,,,,,,,master only (1),0
_09,SOUTHSIDE COMMUNITY CENTER,741191885,12166,,,,,,,,,,,,,,master only (1),0
_09,NEW WASHINGTON HEIGHTS COMMUNITY DEVELOPMENT CORPORATION,591653921,2716,,,,,,,,,,,,,,master only (1),0
_09,"NEIGHBORHOOD HOUSING SERVICES OF TAMPA, INC",591658443,2846,,,,,,,,,,,,,,master only (1),0
_09,COMMUNITY ALLIANCE OF METROPOLITAN PARKWAY INC (CAMP),582053259,20064,,,,,,,,,,,,,,master only (1),0
_09,VALLE VERDE CORPORATION,956140625,1230,,,,,,,,,,,,,,master only (1),0
_09,yakima county coalition for the homeless,911311882,13073,,,,,,,,,,,,,,master only (1),0
_09,SOAR DEVELOPMENT CORPORATION,202038552,8848,,,,,,,,,,,,,,master only (1),0
_09,WEST BRANCH HOUSING DEPARTMENT,383444453,5951,,,,,,,,,,,,,,master only (1),0
_09,OLIVE GARDEN COMMUNITY DEVELOPMENT CORPORATION,710708032,269,,,,,,,,,,,,,,master only (1),0
_09,UNITED HANDS COMMUNITY LAND TRUST,232541271,10649,,,,,,,,,,,,,,master only (1),0
_09,UPCAP,382905947,6177,,,,,,,,,,,,,,master only (1),0
_09,KINGDOM WORKS BORDERSVILLE CDC,364418644|,11753,,,,,,,,,,,,,,master only (1),0
_09,vine ventures,382763734,6022,,,,,,,,,,,,,,master only (1),0
_09,southern dallas development corporation,751984002,11552,,,,,,,,,,,,,,master only (1),0
_09,GARRETSON INDUSTRIAL DEVELOPMENT CORPORATION,460411382,11091,,,,,,,,,,,,,,master only (1),0
_09,rural opportunities,260346052,8971,,,,,,,,,,,,,,master only (1),0
_09,KAIROS GROWTH DEVELOPMENT CORPORATION,383536609,20156,,,,,,,,,,,,,,master only (1),0
_09,neighborhood investment corporation,470832538,7450,,,,,,,,,,,,,,master only (1),0
_09,benton affordable housing association,911940410,13134,,,,,,,,,,,,,,master only (1),0
_09,TRAC-THE RESOURCE ASSISTANCE CENTER,842140291,1971,,,,,,,,,,,,,,master only (1),0
_09,BROWNSVILLE-HAYWOOD COUNTY COMMUNIT,621617652,11415,,,,,,,,,,,,,,master only (1),0
_09,MOORISH COMMUNITY REDEVELOPMENT CORP. (MCRC),341722976,9273,,,,,,,,,,,,,,master only (1),0
_09,queue up,954060074,828,,,,,,,,,,,,,,master only (1),0
_09,kensington s cdc,233054856,10601,,,,,,,,,,,,,,master only (1),0
_09,NAVAJO COOPERATIVE AT THE GATHERING PLACE,850401522,7997,,,,,,,,,,,,,,master only (1),0
_09,neighborhood place,421346371,3407,,,,,,,,,,,,,,master only (1),0
_09,CHURCH ARMY IN BRANSON,431778846,6693,,,,,,,,,,,,,,master only (1),0
_09,lawrence NPO housing,237236750,7898,,,,,,,,,,,,,,master only (1),0
_09,ANAWIM HOUSING INC,611106578,4627,,,,,,,,,,,,,,master only (1),0
_09,LYMAN NEIGHBORHOOD DEVELOPMENT ASSOCIATION,382903510,20133,,,,,,,,,,,,,,master only (1),0
_09,jackson affordable housing corporation,382965626,6054,,,,,,,,,,,,,,master only (1),0
_09,north camden land trust,222574442,7804,,,,,,,,,,,,,,master only (1),0
_09,WASHINGTON IMPROVEMENT GROUP,593194254,2584,,,,,,,,,,,,,,master only (1),0
_09,SOUTHWEST GEORGIA RDC,580940910,3181,,,,,,,,,,,,,,master only (1),0
_09,BETHPHAGE MISSION OF THE GREAT PLAINS,470654961,7434,,,,,,,,,,,,,,master only (1),0
_09,"BAHAMA CONCH COMMUNITY LAND TRUST OF KEY WEST, FL INC.",650681293,2671,,,,,,,,,,,,,,master only (1),0
_09,MAGDALEN COMMUNITY IMPROVEMENT CORPORATION,431667738,6524,,,,,,,,,,,,,,master only (1),0
_09,milwaukee united for better housing,391524304,13251,,,,,,,,,,,,,,master only (1),0
_09,nhs of massillon,341730635,9573,,,,,,,,,,,,,,master only (1),0
_09,spencer development corporation,237139531,11187,,,,,,,,,,,,,,master only (1),0
_09,HARBOR VIEW RESIDENT MANAGEMENT CORP. RMC,411732848,6381,,,,,,,,,,,,,,master only (1),0
_09,EDWARD MADISON COMMUNITY DEVELOPMENT CORP.,721415074,4736,,,,,,,,,,,,,,master only (1),0
_09,alderhouse residential communities,061400717,2119,,,,,,,,,,,,,,master only (1),0
_09,new beginnings community development center,650764595,2811,,,,,,,,,,,,,,master only (1),0
_09,pleasant city faith based community development initiative,651003215,2805,,,,,,,,,,,,,,master only (1),0
_09,sharp committee,141636391,8726,,,,,,,,,,,,,,master only (1),0
_09,SAN ANTONIO COMMUNITY DEVELOPMENT CORPORATION,942675448,1498,,,,,,,,,,,,,,master only (1),0
_09,GEDDES COMMUNITY INDUSTRIAL DEVELOPMENT CORPORATION,363762133,11170,,,,,,,,,,,,,,master only (1),0
_09,salem cdc,943169033,10069,,,,,,,,,,,,,,master only (1),0
_09,MID CITY CDC,721274764,4733,,,,,,,,,,,,,,master only (1),0
_09,"A NEW LIFE HOUSING AND RECOVERY, INC",742580079,11726,,,,,,,,,,,,,,master only (1),0
_09,GREATER WEST SIDE DEV. CORP.,363086162,3740,,,,,,,,,,,,,,master only (1),0
_09,"BAYFIELD HOME TRUST, INC.",300072797,13357,,,,,,,,,,,,,,master only (1),0
_09,central new development corporation,251804230,10221,,,,,,,,,,,,,,master only (1),0
_09,southeastern wisconsin housing corporation,391163397,13362,,,,,,,,,,,,,,master only (1),0
_09,tucker rehabilitation,317170004,13455,,,,,,,,,,,,,,master only (1),0
_09,SOUTH APPALACHIAN RURAL ALLIANCE,550776344,13390,,,,,,,,,,,,,,master only (1),0
_09,kelsey g keeys cdc,232674188,10592,,,,,,,,,,,,,,master only (1),0
_09,new jersey connect,223330804,20274,,,,,,,,,,,,,,master only (1),0
_09,FLINT NEIGHBORHOOD IMPROVEMENT & PRESERVATION PJT.,381814037,5924,,,,,,,,,,,,,,master only (1),0
_09,COMMUNITY LAND TRUST OF WALDRON ISLAND,911558700,12965,,,,,,,,,,,,,,master only (1),0
_09,northeastern cdc,581716737,7183,,,,,,,,,,,,,,master only (1),0
_09,QUALITY SOLUTIONS COMMUNITY DEVELOPMENT CORPORATION,201218112,20177,,,,,,,,,,,,,,master only (1),0
_09,visalians interested in affordable housing,942861506,1254,,,,,,,,,,,,,,master only (1),0
_09,TOWER HOMES DEVELOPMENT CORPORATION,954230589,847,,,,,,,,,,,,,,master only (1),0
_09,"HAVEN HOUSE SERVICES, INC.",351995020,4318,,,,,,,,,,,,,,master only (1),0
_09,MASON ECONOMIC DEVELOPMENT ALLIANCE,382950628,6083,,,,,,,,,,,,,,master only (1),0
_09,community housing,611208806,4567,,,,,,,,,,,,,,master only (1),0
_09,GENERATION JOSHUA CDC,760621848,11729,,,,,,,,,,,,,,master only (1),0
_09,boynton beach cdc,650350962,2821,,,,,,,,,,,,,,master only (1),0
_09,AMISTAD HARVEST CORP.,522029084,5307,,,,,,,,,,,,,,master only (1),0
_09,EAST CENTER CDC,752552764,11627,,,,,,,,,,,,,,master only (1),0
_09,HARBOR AREA COMMMUNITY DEVELOPMENT CORP.,352038835,4204,,,,,,,,,,,,,,master only (1),0
_09,COMMHOME LAND TRUST,611307241,4619,,,,,,,,,,,,,,master only (1),0
_09,MOMENTIVE CONSUMER CREDIT COUNSELING SERVICE INC,351107304,20085,,,,,,,,,,,,,,master only (1),0
_09,"COMMUNITY HOMES, INC.",330742819,1155,,,,,,,,,,,,,,master only (1),0
_09,northwest baltimore corporation,520881970,5442,,,,,,,,,,,,,,master only (1),0
_09,JACKSON COUNTY MINISTRIES,616055899,4570,,,,,,,,,,,,,,master only (1),0
_09,116th st block association,133031100,8271,,,,,,,,,,,,,,master only (1),0
_09,MELROSE RUGBY NEIGHBORHOOD,541752745,12669,,,,,,,,,,,,,,master only (1),0
_09,JENNINGS/MAY/ST.LOUIS NEIGHBORHOOD DEV,752646246,11665,,,,,,,,,,,,,,master only (1),0
_09,NELSON NEIGHBORHOOD IMPROVEMENT ASSOCIATION,381969959,6086,,,,,,,,,,,,,,master only (1),0
_09,farmworkers self help,592382744,2843,,,,,,,,,,,,,,master only (1),0
_09,THE ANCHORAGE,042514349,5055,,,,,,,,,,,,,,master only (1),0
_09,miracle makers,112717198,8528,,,,,,,,,,,,,,master only (1),0
_09,KENSINGTON ACTION NOW,232164675,10653,,,,,,,,,,,,,,master only (1),0
_09,imani community ministries at mt auburn,311794217,9701,,,,,,,,,,,,,,master only (1),0
_09,los vecinos housing development,860742003,480,,,,,,,,,,,,,,master only (1),0
_09,UNION DE COLONIAS OLVIDADAS,742792206,11982,,,,,,,,,,,,,,master only (1),0
_09,rosholt improvement association,460345818,11147,,,,,,,,,,,,,,master only (1),0
_09,"THE NEXT STEP, INC",621624478,11319,,,,,,,,,,,,,,master only (1),0
_09,entrepreneur guidance and training,621692085,11321,,,,,,,,,,,,,,master only (1),0
_09,NE BLOCK CLUB ALLIANCE,112494809,8977,,,,,,,,,,,,,,master only (1),0
_09,the womens research and development center,311220643,9711,,,,,,,,,,,,,,master only (1),0
_09,"NORTH PHILADELPHIA COMMUNITY HELP, INC",232587176,10646,,,,,,,,,,,,,,master only (1),0
_09,SUNRISE COMMUNITY DEVELOPMENT CORPORATION,232785941,20311,,,,,,,,,,,,,,master only (1),0
_09,detroit community initiative,383252560,5766,,,,,,,,,,,,,,master only (1),0
_09,northeastern corridor of orangeburg cdc,571074258,10940,,,,,,,,,,,,,,master only (1),0
_09,bethesda cdc,621829492,11328,,,,,,,,,,,,,,master only (1),0
_09,jubilee urban renewal corporation,341660086,9567,,,,,,,,,,,,,,master only (1),0
_09,TRIPP DEVELOPMENT CORPORATION,460305700,11189,,,,,,,,,,,,,,master only (1),0
_09,hollandale economic and community development foundation,640876224,6749,,,,,,,,,,,,,,master only (1),0
_09,wil low NPO housing,630621367,159,,,,,,,,,,,,,,master only (1),0
_09,holmes cdc,760485796,11831,,,,,,,,,,,,,,master only (1),0
_09,ROSEDALE COMMUNITY DEVELOPMENT CORPORATION,630881483,101,,,,,,,,,,,,,,master only (1),0
_09,UNITED FAMILIES CDC,561821026,7192,,,,,,,,,,,,,,master only (1),0
_09,HANDICAPPED ENVIR LIVING,630956001,183,,,,,,,,,,,,,,master only (1),0
_09,DREW ECONOMIC DEVELOPMENT CORPORATION,953867546,849,,,,,,,,,,,,,,master only (1),0
_09,deadwood economic development corporation,363534219,11267,,,,,,,,,,,,,,master only (1),0
_09,lutheran alliance to create housing,943126124,12883,,,,,,,,,,,,,,master only (1),0
_09,north ave cdc,391947664,13204,,,,,,,,,,,,,,master only (1),0
_09,SOUTHSIDE CDC,"341878971
",9089,,,,,,,,,,,,,,master only (1),0
_09,TUSKEGEE / MACON COUNTY COMMUNITY DEVELOPMENT CORPORATION,631207935,165,,,,,,,,,,,,,,master only (1),0
_09,urban housing corporation,330681597,1083,,,,,,,,,,,,,,master only (1),0
_09,NUCLEUS ASSOCIATES LDC,880467937,8072,,,,,,,,,,,,,,master only (1),0
_09,SPRINGFIELD CDC,842561850,10113,,,,,,,,,,,,,,master only (1),0
_09,global community development,631278255,95,,,,,,,,,,,,,,master only (1),0
_09,INTER-LAKES COMMUNITY ACTION INC,"460282131
",11099,,,,,,,,,,,,,,master only (1),0
_09,brattleboro area affordable housing corporation,030347917,12752,,,,,,,,,,,,,,master only (1),0
_09,fort wayne neighborhood housing partnership,351848238,4281,,,,,,,,,,,,,,master only (1),0
_09,SOUTHEAST ARIZONA COMMUNITY SERVICES,710730499,275,,,,,,,,,,,,,,master only (1),0
_09,south columbus community development,582633878,3191,,,,,,,,,,,,,,master only (1),0
_09,will feed community organization,363636669,3713,,,,,,,,,,,,,,master only (1),0
_09,pineywoods community development financial institution,752920736,13639,,,,,,,,,,,,,,master only (1),0
_09,INNER CITY COMMUNITY DEVEL CO,521698389,5451,,,,,,,,,,,,,,master only (1),0
_09,greater corktown development corporation,382364507,5826,,,,,,,,,,,,,,master only (1),0
_09,shelby park neighborhood association,610901956,4542,,,,,,,,,,,,,,master only (1),0
_09,clay mountain housing,550689061,13396,,,,,,,,,,,,,,master only (1),0
_09,episcopal community development,223072251,7618,,,,,,,,,,,,,,master only (1),0
_09,rural appalachian housing development,311473363,9814,,,,,,,,,,,,,,master only (1),0
_09,detroit entrepreneurship institute,383300655,5856,,,,,,,,,,,,,,master only (1),0
_09,tyrrell action group,561837037,7185,,,,,,,,,,,,,,master only (1),0
_09,QUALITY OF LIFE ASSOCIATION (QUOLA LC/CDC) INC.,582122507,3170,,,,,,,,,,,,,,master only (1),0
_09,NEW HORIZONS LP,810723788,7236,,,,,,,,,,,,,,master only (1),0
_09,re ward third ward,760512564,11740,,,,,,,,,,,,,,master only (1),0
_09,youth initiative project,581614403,3167,,,,,,,,,,,,,,master only (1),0
_09,NEW COVENANT COMMUNITY DEVELOPMENT CORP.,020628694,11566,,,,,,,,,,,,,,master only (1),0
_09,soco development,943150642,10128,,,,,,,,,,,,,,master only (1),0
_09,west central minnesota housing partnership,411753594,6458,,,,,,,,,,,,,,master only (1),0
_09,pst,363503787,3495,,,,,,,,,,,,,,master only (1),0
_09,housing and economic development financial corporation,430957332,13612,,,,,,,,,,,,,,master only (1),0
_09,COMM CARING FOR ITS OWN DEVEL,222616386,7931,,,,,,,,,,,,,,master only (1),0
_09,lee county employment and economic development corporation,650331857,2916,,,,,,,,,,,,,,master only (1),0
_09,FORT PIERRE ECONOMIC DEVELOPMENT CORPORATION,460454875,11219,,,,,,,,,,,,,,master only (1),0
_09,NHS,382388899,5937,,,,,,,,,,,,,,master only (1),0
_09,REDEMPTIVE LIFE URBAN INITIATIVE CORPORTION,650365849,2806,,,,,,,,,,,,,,master only (1),0
_09,SOUTH WEDGE PLANNING COMMUNITY, 161190886,8990,,,,,,,,,,,,,,master only (1),0
_09,ELKTON IMPROVEMENT CORPORATION,460319788,11086,,,,,,,,,,,,,,master only (1),0
_09,DARK HOLLOW COMMUNITY DEVELOPMENT CORPORATION,710771884,280,,,,,,,,,,,,,,master only (1),0
_09,SOUTHWEST SANFORD IMPROVEMENT CORPORATION,562076696,7027,,,,,,,,,,,,,,master only (1),0
_09,HOUSING ASSOCIATION REINVESTMENT CORP.,232738576,10573,,,,,,,,,,,,,,master only (1),0
_09,HEARST COMMUNITY ORGANIZATION,363542666,3804,,,,,,,,,,,,,,master only (1),0
_09,HALIFAX COUNTY CDC,582058837,7162,,,,,,,,,,,,,,master only (1),0
_09,calexico cac,952685502,1143,,,,,,,,,,,,,,master only (1),0
_09,ELIZABETH MCGILL CENTER,710716916,386,,,,,,,,,,,,,,master only (1),0
_09,claflin college cdc,571062042,10938,,,,,,,,,,,,,,master only (1),0
_09,NORTH DADE COMMUNITY DEVELOPMENT CORP,650948559,2674,,,,,,,,,,,,,,master only (1),0
_09,"FOURTH WARD COMMUNITY COALITION, INC.",760521243,11773,,,,,,,,,,,,,,master only (1),0
_09,TSU/THIRD WARD C.D.C.,611900657,11743,,,,,,,,,,,,,,master only (1),0
_09,SILVERSPRING INTERFAITH HOUSING COALITION,521807756,5351,,,,,,,,,,,,,,master only (1),0
_09,COMMUNITY HOUSING TRUST,593140699,20052,,,,,,,,,,,,,,master only (1),0
_09,HOLISTIC DEVELOPMENT COMMUNITY CENTER,383285544,20131,,,,,,,,,,,,,,master only (1),0
_09,"MISSION OUTREACH, INC.",582326605,3172,,,,,,,,,,,,,,master only (1),0
_09,"THE HOUSING CORPORATION OF CHARLOTTE COUNTY, INCORPORATED",650235017,2923,,,,,,,,,,,,,,master only (1),0
_09,FARMINGTON INTER-TRIBAL INDIAN ORGANIZATION,850255697,8005,,,,,,,,,,,,,,master only (1),0
_09,eight eleven development,911623826,13119,,,,,,,,,,,,,,master only (1),0
_09,MARTIN LUTHER KING ECUMENICAL CENTER,910909737,12996,,,,,,,,,,,,,,master only (1),0
_09,partners in faith for affordable housing,223119280,7749,,,,,,,,,,,,,,master only (1),0
_09,mt zion cdc,232112028,10681,,,,,,,,,,,,,,master only (1),0
_09,washington innercity self help,521130110,2364,,,,,,,,,,,,,,master only (1),0
_09,COLOMBUS ENTERPRISE DEVELOPMENT CORPORATION,351746946,4332,,,,,,,,,,,,,,master only (1),0
_09,"SOUTH COMMUNITY ORGANIZATION, INC.",391282457,13172,,,,,,,,,,,,,,master only (1),0
_09,FORT BEND CO. COMMUNITY DEVELOPMENT,760466158,11918,,,,,,,,,,,,,,master only (1),0
_09,GREER COMMUNITY REINVESTMENT CORP.,570939346,11036,,,,,,,,,,,,,,master only (1),0
_09,EARLY ECONOMIC DEVELOPMENT CORPORATION,752401539,11703,,,,,,,,,,,,,,master only (1),0
_09,DOWNTOWN COMMUNITY DEVELOPMENT CORPORATION/HOLY CROSS,721426213,4718,,,,,,,,,,,,,,master only (1),0
_09,CROMWELL COMMUNITY CLUB,311500885,225,,,,,,,,,,,,,,master only (1),0
_09,OTTER TAIL - WADENA C.A.C.,410887373,6463,,,,,,,,,,,,,,master only (1),0
_09,scotts branch 76 foundation,570916730,10945,,,,,,,,,,,,,,master only (1),0
_09,yankton area progressive growth,460348636,11119,,,,,,,,,,,,,,master only (1),0
_09,cramer hill cdc,861061197,20259,,,,,,,,,,,,,,master only (1),0
_09,central city housing ventures,363628322,3572,,,,,,,,,,,,,,master only (1),0
_09,south arkansas community development,710834749,261,,,,,,,,,,,,,,master only (1),0
_09,"ZION APOSTOLIC FOUNDATION, INC.",510225216,12644,,,,,,,,,,,,,,master only (1),0
_09,PORTALS,951909354,610,,,,,,,,,,,,,,master only (1),0
_09,CUPPAD REGIONAL COMMISSION,261609458,6068,,,,,,,,,,,,,,master only (1),0
_09,EAST CENTRAL ARKANSAS EDC,710392078,327,,,,,,,,,,,,,,master only (1),0
_09,ARLINGTON DEVELOPMENT CORPORATION,760794102,11131,,,,,,,,,,,,,,master only (1),0
_09,rural opportunities,251695904,8971,,,,,,,,,,,,,,master only (1),0
_09,"HOUSING COALITION OF THE ST. CLOUD AREA, INCORPORATED",363580460,6435,,,,,,,,,,,,,,master only (1),0
_09,COLLEGE STATION COMMUNITY DEVELOPMENT CORPORATION,710551076,276,,,,,,,,,,,,,,master only (1),0
_09,job starts,954189088,781,,,,,,,,,,,,,,master only (1),0
_09,arbor house,592941889,2602,,,,,,,,,,,,,,master only (1),0
_09,PUTNAM-CLAY-FLAGLER ECONOMIC OPPORTUNITY COUNCIL INC,591119871,2514,,,,,,,,,,,,,,master only (1),0
_09,westside cdc,621582525,11341,,,,,,,,,,,,,,master only (1),0
_09,CONCERNED PASTORS EDC,223643020,7866,,,,,,,,,,,,,,master only (1),0
_09,"NEW SHREVEPORT COMMUNITY HOUSING DEVELOPMENT CORPORATION, INC.",721210662,4869,,,,,,,,,,,,,,master only (1),0
_09,antioch housing fund corporation,113348562,8614,,,,,,,,,,,,,,master only (1),0
_09,jobs for fall river,042655817,5253,,,,,,,,,,,,,,master only (1),0
_09,FAITH COMMUNITY UNITED CREDIT UNION,340827524,9313,,,,,,,,,,,,,,master only (1),0
_09,forest park community center,363954996,3546,,,,,,,,,,,,,,master only (1),0
_09,womens transitional housing coalition,411586200,6385,,,,,,,,,,,,,,master only (1),0
_09,minnesota cdc,411763985,6450,,,,,,,,,,,,,,master only (1),0
_09,kentucky highlands investment corporation,610673339,4603,,,,,,,,,,,,,,master only (1),0
_09,lennox area development corporation,460340992,11098,,,,,,,,,,,,,,master only (1),0
_09,"NEIGHBORHOOD CENTER, INC.",800522611,11895,,,,,,,,,,,,,,master only (1),0
_09,charlevoix emmet housing coalition,382989100,6172,,,,,,,,,,,,,,master only (1),0
_09,action for community empowerment,133614704,8252,,,,,,,,,,,,,,master only (1),0
_09,VICTORY IN THE FAMILY MINISTRIES,753114074,20174,,,,,,,,,,,,,,master only (1),0
_09,tri county housing council,161045302,9022,,,,,,,,,,,,,,master only (1),0
_09,geneva valley development corporation,943241574,1423,,,,,,,,,,,,,,master only (1),0
_09,ASHLAND COMMUNITY LAND TRUST,936331678,10120,,,,,,,,,,,,,,master only (1),0
_09,500 BLOCK ASSOCIATION,262054012,8287,,,,,,,,,,,,,,master only (1),0
_09,NEWTON COUNTY HOUSING COUNCIL,710724182,366,,,,,,,,,,,,,,master only (1),0
_09,HIGHER DIMENSIONAL FELLOWSHIP,752510273,11585,,,,,,,,,,,,,,master only (1),0
_09,harbor lights resident council,760470866,11931,,,,,,,,,,,,,,master only (1),0
_09,queensborough neighborhood association,721232716,4873,,,,,,,,,,,,,,master only (1),0
_09,autumn springs corporation,742820965,12252,,,,,,,,,,,,,,master only (1),0
_09,BACATOWN C.D.C.,721258164,4768,,,,,,,,,,,,,,master only (1),0
_09,samaritan center,222775503,7745,,,,,,,,,,,,,,master only (1),0
_09,DENVER COMMUNITY DEVELOPMENT,840601272,1921,,,,,,,,,,,,,,master only (1),0
_09,LAWRENCE PLANNING NEIGHBORHOOD DEVELOPMENT CORPORATION,042981393,5030,,,,,,,,,,,,,,master only (1),0
_09,thorpe family residence,133276556,8386,,,,,,,,,,,,,,master only (1),0
_09,concerned citizens of cape charles,621556752,12582,,,,,,,,,,,,,,master only (1),0
_09,IN-FILL HOUSING INC.,582538424,20060,,,,,,,,,,,,,,master only (1),0
_09,central germantown council,232177650,10686,,,,,,,,,,,,,,master only (1),0
_09,HOUSING ALTERNATIVES OF HATTIESBURG,721345617,6872,,,,,,,,,,,,,,master only (1),0
_09,"SCENARIO, INC.",541575663,12528,,,,,,,,,,,,,,master only (1),0
_09,south oklahoma city council of neighborhoods,731538919,9865,,,,,,,,,,,,,,master only (1),0
_09,rural opportunities,203946971,8971,,,,,,,,,,,,,,master only (1),0
_09,NORTH MISSOURI HOUSING COALITION,431829043,6666,,,,,,,,,,,,,,master only (1),0
_09,true servant cdc,223594883,7875,,,,,,,,,,,,,,master only (1),0
_09,CARTHAGE DEVELOPMENT CORPORATION,300424163,11163,,,,,,,,,,,,,,master only (1),0
_09,RIVERBEND COMMUNITY ASSOCIATION,383639455,20194,,,,,,,,,,,,,,master only (1),0
_09,northside affordable housing opportunities,593603606,2525,,,,,,,,,,,,,,master only (1),0
_09,melrose e cdc,721441203,4840,,,,,,,,,,,,,,master only (1),0
_09,NEIGHBORHOOD PARTNERS,841216499,1901,,,,,,,,,,,,,,master only (1),0
_09,open door community services,237274262,4347,,,,,,,,,,,,,,master only (1),0
_09,ESSENCE HOUSE,391836156,13315,,,,,,,,,,,,,,master only (1),0
_09,joy corporation of baton rouge,721501408,4830,,,,,,,,,,,,,,master only (1),0
_09,HOUSING SERVICES OF PALM BEACH COUNTY,650763203,2792,,,,,,,,,,,,,,master only (1),0
_09,"HOUSING COUNCIL OF YORK COUNTY, INCORPORATED",232641233,10410,,,,,,,,,,,,,,master only (1),0
_09,tierra madre,850433579,8054,,,,,,,,,,,,,,master only (1),0
_09,DOMINION DEVELOPMENT CORPORATION INC.,760413295,11772,,,,,,,,,,,,,,master only (1),0
_09,SOUTHSTAR COMMUNITY DEVELOPMENT CORPORATION,582491950,20072,,,,,,,,,,,,,,master only (1),0
_09,SOUTH CENTRAL DEVELOPMENT CORP.,460397166,11236,,,,,,,,,,,,,,master only (1),0
_09,womens employment resources corporation,942943760,1576,,,,,,,,,,,,,,master only (1),0
_09,FIRST BAPTIST CHURCH OF OAKLAND DEVELOPMENT COMPANY,591663332,2527,,,,,,,,,,,,,,master only (1),0
_09,east atlanta revitalization corporation,582448467,3067,,,,,,,,,,,,,,master only (1),0
_09,B.R.A.C.E.,561801612,7008,,,,,,,,,,,,,,master only (1),0
_09,connections development corporation,510377799,2449,,,,,,,,,,,,,,master only (1),0
_09,renaissance development NPO housing corporation,383107666,5885,,,,,,,,,,,,,,master only (1),0
_09,TWELFTH BAPTIST CHURCH HOUSING MINISTRY,381864196,5891,,,,,,,,,,,,,,master only (1),0
_09,second century development,363630197,11226,,,,,,,,,,,,,,master only (1),0
_09,HSNG CONSORT FOR DISABLED IN,222613196,10554,,,,,,,,,,,,,,master only (1),0
_09,building together,561652351,7088,,,,,,,,,,,,,,master only (1),0
_09,ST. STEPHENS COMMUNITY NON - PROFIT HOUSING CORPORATION,383292838,5988,,,,,,,,,,,,,,master only (1),0
_09,southwest development corporation,640849483,6805,,,,,,,,,,,,,,master only (1),0
_09,north shreveport development corporation,721433401,4870,,,,,,,,,,,,,,master only (1),0
_09,cleveland neighborhood development corporation,341351412,9333,,,,,,,,,,,,,,master only (1),0
_09,langston cdc,731527604,9842,,,,,,,,,,,,,,master only (1),0
_09,LIFE ENRICHMENT,860549436,485,,,,,,,,,,,,,,master only (1),0
_09,neighbor to neighbor,311268159,9749,,,,,,,,,,,,,,master only (1),0
_09,rural opportunities,202258385,8971,,,,,,,,,,,,,,master only (1),0
_09,AVANCE COALITION FOR VALLEY FAMILIES,742995140,12096,,,,,,,,,,,,,,master only (1),0
_09,MICHIGAN RESIDENT LEADERSHIP NETWORK,383303882,5832,,,,,,,,,,,,,,master only (1),0
_09,WALL ECONOMIC DEVELOPMENT COMMITTEE,812560895,11287,,,,,,,,,,,,,,master only (1),0
_09,TEXAS ENTERPRISE FOR HOUSING DEVELOPMENT,742631706,12135,,,,,,,,,,,,,,master only (1),0
_09,"VIRGIN ISLANDS CAPITAL RESOURCES, INC.",660545736,13590,,,,,,,,,,,,,,master only (1),0
_09,development association,390983723,13368,,,,,,,,,,,,,,master only (1),0
_09,BELKNAP COUNTY ECONOMIC DEVELOPMENT COUNCIL,223177128,7511,,,,,,,,,,,,,,master only (1),0
_09,greater miami neighborhoods,592544297,2705,,,,,,,,,,,,,,master only (1),0
_09,house of hope cdc,311580753,7919,,,,,,,,,,,,,,master only (1),0
_09,community building in partnership,521842497,5456,,,,,,,,,,,,,,master only (1),0
_09,BEE CAA,741929470,11991,,,,,,,,,,,,,,master only (1),0
_09,opportunities for independent living,460431904,11194,,,,,,,,,,,,,,master only (1),0
_09,western mountains alliance,010432056,5677,,,,,,,,,,,,,,master only (1),0
_09,COMMUNITY ACTION COUNCIL OF SOUTH TEXAS,741540376,12142,,,,,,,,,,,,,,master only (1),0
_09,cathedral cdc,223329432,7922,,,,,,,,,,,,,,master only (1),0
_09,citizens for affordable homes,880316531,8114,,,,,,,,,,,,,,master only (1),0
_09,delmarva rural ministries,232121642,2481,,,,,,,,,,,,,,master only (1),0
_09,progressive se arkansas hdc,710685988,228,,,,,,,,,,,,,,master only (1),0
